path,size_bytes,size_MB,extension,mtime,candidate_category,recommended_action,reason
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/training_histories/D3_seed20700712.jsonl,13810430,13.810,.jsonl,2026-08-08T04:55:58+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/training_histories/D3_seed20700713.jsonl,12414192,12.414,.jsonl,2026-08-08T06:20:04+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/training_histories/D3_seed20700711.jsonl,12410702,12.411,.jsonl,2026-08-08T03:20:59+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M004.pdf,10358477,10.358,.pdf,2026-08-05T21:55:43+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04c/finite_difference/central_fd_results.json,10356149,10.356,.json,2026-08-05T23:37:47+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M010.pdf,9531783,9.532,.pdf,2026-08-05T21:55:33+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/RAW044.pdf,9462991,9.463,.pdf,2026-08-05T21:55:45+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/aggregate.json,8630005,8.630,.json,2026-08-08T06:59:47+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D2_seed20600613_complete.jsonl,8592200,8.592,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D2_seed20600612_complete.jsonl,8592067,8.592,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D2_seed20600611_complete.jsonl,8592037,8.592,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/fresh_validation_attribution/aggregate.json,8586895,8.587,.json,2026-08-08T06:59:47+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D1_seed20600612_complete.jsonl,8586672,8.587,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D1_seed20600613_complete.jsonl,8586473,8.586,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D1_seed20600611_complete.jsonl,8586205,8.586,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D2_seed20600613.jsonl,7979508,7.980,.jsonl,2026-08-07T02:27:27+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D2_seed20600612.jsonl,7979423,7.979,.jsonl,2026-08-07T01:50:26+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D2_seed20600611.jsonl,7979411,7.979,.jsonl,2026-08-07T01:13:14+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D1_seed20600612.jsonl,7978587,7.979,.jsonl,2026-08-07T00:01:16+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D1_seed20600613.jsonl,7978486,7.978,.jsonl,2026-08-07T00:34:55+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D1_seed20600611.jsonl,7978307,7.978,.jsonl,2026-08-06T23:27:15+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json,7692330,7.692,.json,2026-08-08T09:58:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/fd_conditioning/extended_fd_results.json,7334809,7.335,.json,2026-08-05T09:33:40+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M001.pdf,6876670,6.877,.pdf,2026-08-05T21:55:28+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/RAW004.pdf,6106908,6.107,.pdf,2026-08-05T21:58:56+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
06_experiments/stage_01c_operator_candidates/results/operator_candidate_metrics.csv,6054352,6.054,.csv,2026-07-31T17:36:51+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M002.pdf,5949411,5.949,.pdf,2026-08-05T21:59:23+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M005.pdf,5779214,5.779,.pdf,2026-08-05T21:55:29+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D3_seed20600613_complete.jsonl,5751768,5.752,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/source_data.json,5480403,5.480,.json,2026-08-08T11:48:32+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D3_seed20600613.jsonl,5322949,5.323,.jsonl,2026-08-07T03:50:14+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/source_data.json,4966889,4.967,.json,2026-08-08T11:48:29+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication/verification_first_dynamic_neural_sph_v0_1/10_manifests/font_cache/b0a71e6bf6a8a1a908413a823d76e21f-le64.cache-9,4877384,4.877,.cache-9,2026-08-05T12:45:36+08:00,F,IGNORE,"cache, temporary, editor, or generated runtime state"
stage_03_Dynamic_SPH_Transformer_Hybrid/08_route_closure/manifests/font_cache/b0a71e6bf6a8a1a908413a823d76e21f-le64.cache-9,4877384,4.877,.cache-9,2026-08-05T10:51:22+08:00,F,IGNORE,"cache, temporary, editor, or generated runtime state"
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D3_seed20600612_complete.jsonl,4717875,4.718,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/complete_history/D3_seed20600611_complete.jsonl,4603211,4.603,.jsonl,2026-08-07T07:43:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D3_seed20600612.jsonl,4365708,4.366,.jsonl,2026-08-07T03:18:38+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
project_wide_synthesis/01_artifact_inventory/complete_artifact_inventory.json,4325448,4.325,.json,2026-08-05T23:20:45+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/training_histories/D3_seed20600611.jsonl,4259428,4.259,.jsonl,2026-08-07T02:52:45+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04cr/acceleration_sensitivity/network_sensitivity_chain.json,4075435,4.075,.json,2026-08-06T00:02:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json,3916911,3.917,.json,2026-08-05T23:20:44+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/blind_target_candidates.json,3651908,3.652,.json,2026-08-04T15:26:14+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_07_Heterogeneous_Development_Pool/04_training_protocol/stage07c/train_v2_batch_schedule/formal_train_v2_batch_schedule.json,3603437,3.603,.json,2026-08-07T17:04:11+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/02_training_protocol/stage06b/train_batch_schedule/formal_train_batch_schedule.json,3350341,3.350,.json,2026-08-06T22:02:37+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06b_batch_manifest.json,3350341,3.350,.json,2026-08-06T22:02:38+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/raw_graph_records/i_res_n20_h26_regular.json,3254416,3.254,.json,2026-08-04T12:42:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_03_n20_h26.json,3238982,3.239,.json,2026-08-04T15:33:41+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/blind_family_02_n20_h26.json,3238713,3.239,.json,2026-08-04T22:23:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_02_n20_h26.json,3238713,3.239,.json,2026-08-04T15:33:38+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_04_n20_h26.json,3238227,3.238,.json,2026-08-04T15:33:43+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/blind_family_01_n20_h26.json,3238166,3.238,.json,2026-08-04T22:23:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_01_n20_h26.json,3238166,3.238,.json,2026-08-04T15:33:35+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/v02_blind_validation_01_n20_h26.json,3237537,3.238,.json,2026-08-04T22:23:55+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/v02_blind_test_01_n20_h26.json,3237382,3.237,.json,2026-08-04T22:23:58+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,3115707,3.116,.json,2026-08-08T08:55:52+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_08_Systematic_Coverage_V3/01_systematic_coverage_design/freeze/stage08a_input_freeze_record.json,3115707,3.116,.json,2026-08-08T08:55:52+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/train_lineage_decomposition/aggregate.json,3001864,3.002,.json,2026-08-07T07:46:07+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06cr/validation_decomposition/aggregate.json,2988682,2.989,.json,2026-08-07T07:46:07+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
06_experiments/stage_01f5b_requalification_execution/checkpoints/f5_space_b_n64.npz,2965742,2.966,.npz,2026-08-03T18:27:01+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
06_experiments/stage_01f5b_requalification_execution/checkpoints/f5_space_a_n64.npz,2828156,2.828,.npz,2026-08-03T18:22:31+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_failure_attribution_v0_1/checkpoint_dynamics/checkpoint_dynamics.json,2827543,2.828,.json,2026-08-04T21:23:41+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
06_experiments/stage_01_tgv/raw/mps_n32_stability-600s_trajectory.npz,2821777,2.822,.npz,2026-07-31T15:22:54+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/target_qualification/new_family_target_candidates.json,2710457,2.710,.json,2026-08-04T13:10:52+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication_cmame_v1/04_figures/14_exports/supplementary/figS06_stage04_signal_decomposition.png,2698587,2.699,.png,2026-08-08T11:48:32+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.png,2698587,2.699,.png,2026-08-08T11:48:32+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/topology_event_scan/te1_dense_scan_results.json,2657106,2.657,.json,2026-08-05T09:00:20+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M007.pdf,2634683,2.635,.pdf,2026-08-05T21:59:19+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M012.pdf,2616562,2.617,.pdf,2026-08-05T21:59:23+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04cr/directional_projection/directional_projection_and_factors.json,2575239,2.575,.json,2026-08-06T00:02:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04cr/state_jacobian/state_jacobian_factorization.json,2575141,2.575,.json,2026-08-06T00:02:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04cr/loss_factorization/exact_loss_factorization.json,2575126,2.575,.json,2026-08-06T00:02:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
06_experiments/stage_01f5b_requalification_execution/references/f5_ref_space_b_n64_third.npz,2420975,2.421,.npz,2026-08-03T18:18:03+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
06_experiments/stage_01f5b_requalification_execution/references/f5_ref_space_b_n64_tighter.npz,2419701,2.420,.npz,2026-08-03T12:41:30+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
06_experiments/stage_01f5b_requalification_execution/references/f5_ref_space_b_n64_baseline.npz,2418812,2.419,.npz,2026-08-03T09:55:26+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
stage_02_Particle_Interaction_Operator/05_dataset/regularity_contract_v0_4/calibration/hard_negative_calibration.json,2399102,2.399,.json,2026-08-04T14:54:06+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/source_data.csv,2373347,2.373,.csv,2026-08-08T11:48:32+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
06_experiments/stage_01f3c_ct2_adjudication/results/n32_mms_b_vectors.npz,2291692,2.292,.npz,2026-08-02T18:41:46+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/raw_graph_records/i_sup_n16_h30_regular.json,2261904,2.262,.json,2026-08-04T12:42:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_03_n16_h30.json,2257035,2.257,.json,2026-08-04T15:33:42+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/blind_family_02_n16_h30.json,2256754,2.257,.json,2026-08-04T22:23:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_02_n16_h30.json,2256754,2.257,.json,2026-08-04T15:33:39+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_04_n16_h30.json,2256452,2.256,.json,2026-08-04T15:33:44+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/blind_family_01_n16_h30.json,2256327,2.256,.json,2026-08-04T22:23:53+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/graph_records/blind_family_01_n16_h30.json,2256327,2.256,.json,2026-08-04T15:33:36+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/v02_blind_validation_01_n16_h30.json,2256165,2.256,.json,2026-08-04T22:23:56+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_training_protocol_v0_2/records/v02_blind_test_01_n16_h30.json,2255715,2.256,.json,2026-08-04T22:23:59+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/evidence_notes/fulltext_cache/M009.pdf,2242394,2.242,.pdf,2026-08-05T21:55:32+08:00,H,EXCLUDE_FROM_GIT,literature/reference material is external to source history
06_experiments/stage_01f3c_ct2_adjudication/results/n32_mms_a_vectors.npz,2216999,2.217,.npz,2026-08-02T18:41:43+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
stage_04_Local_Causal_Dynamic_Training/05_task_aligned_gradient/stage04cr/full_gradient_norm/full_gradient_norms.json,2160241,2.160,.json,2026-08-06T00:02:49+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500502_LCDF_06.json,2153554,2.154,.json,2026-08-06T12:19:52+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_06.json,2153347,2.153,.json,2026-08-06T12:03:09+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500503_LCDF_06.json,2152751,2.153,.json,2026-08-06T12:36:43+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500502_LCDF_07.json,2150902,2.151,.json,2026-08-06T12:22:39+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_07.json,2150757,2.151,.json,2026-08-06T12:05:50+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500503_LCDF_07.json,2150476,2.150,.json,2026-08-06T12:39:29+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500503_LCDF_01.json,2150333,2.150,.json,2026-08-06T12:28:27+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_01.json,2150317,2.150,.json,2026-08-06T11:55:03+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500503_LCDF_04.json,2150058,2.150,.json,2026-08-06T12:31:12+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500502_LCDF_01.json,2150055,2.150,.json,2026-08-06T12:11:30+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500502_LCDF_04.json,2149552,2.150,.json,2026-08-06T12:14:17+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500503_LCDF_05.json,2149385,2.149,.json,2026-08-06T12:33:57+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_04.json,2149310,2.149,.json,2026-08-06T11:57:45+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_05.json,2149236,2.149,.json,2026-08-06T12:00:27+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500502_LCDF_05.json,2149217,2.149,.json,2026-08-06T12:17:05+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
stage_05_Scale_Aware_Discrete_Defect_Training/02_optimizer_gradient_qualification/stage05c/results/d3/D3_20500501_LCDF_08.json,2148937,2.149,.json,2026-08-06T12:08:29+08:00,J,MANUAL_REVIEW,file role is not safely inferable from type and path
