search_date,database_source,theme,exact_query,endpoint,reported_result_count,screened_count,retained_raw_count,rejection_reasons,error
2026-08-05,Crossref REST API,T1,smoothed particle hydrodynamics neural correction,https://api.crossref.org/works?query.bibliographic=smoothed+particle+hydrodynamics+neural+correction&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1491495,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T3,antisymmetric message passing conservation,https://api.crossref.org/works?query.bibliographic=antisymmetric+message+passing+conservation&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,449165,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T3,equivariant graph neural network particle dynamics,https://api.crossref.org/works?query.bibliographic=equivariant+graph+neural+network+particle+dynamics&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,3368793,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T3,Hamiltonian graph neural network dynamics,https://api.crossref.org/works?query.bibliographic=Hamiltonian+graph+neural+network+dynamics&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,3060982,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T3,pairwise conservative force learning,https://api.crossref.org/works?query.bibliographic=pairwise+conservative+force+learning&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,2872409,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T4,differentiable physics solver gradient verification finite difference,https://api.crossref.org/works?query.bibliographic=differentiable+physics+solver+gradient+verification+finite+difference&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,4096253,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T4,differentiable CFD automatic differentiation verification,https://api.crossref.org/works?query.bibliographic=differentiable+CFD+automatic+differentiation+verification&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,680696,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T4,solver in the loop differentiable physics,https://api.crossref.org/works?query.bibliographic=solver+in+the+loop+differentiable+physics&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,3492161,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T4,adjoint tangent linear gradient verification,https://api.crossref.org/works?query.bibliographic=adjoint+tangent+linear+gradient+verification&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,787861,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T4,multistep automatic differentiation physics solver,https://api.crossref.org/works?query.bibliographic=multistep+automatic+differentiation+physics+solver&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,3845008,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T5,differentiable neighbor search particles,https://api.crossref.org/works?query.bibliographic=differentiable+neighbor+search+particles&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,583504,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T5,dynamic graph differentiation topology,https://api.crossref.org/works?query.bibliographic=dynamic+graph+differentiation+topology&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1355630,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T5,cutoff discontinuity particle simulation,https://api.crossref.org/works?query.bibliographic=cutoff+discontinuity+particle+simulation&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1274772,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T5,piecewise differentiable simulation topology events,https://api.crossref.org/works?query.bibliographic=piecewise+differentiable+simulation+topology+events&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1350816,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T5,differentiable contact simulation discontinuity,https://api.crossref.org/works?query.bibliographic=differentiable+contact+simulation+discontinuity&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1187173,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T6,verification validation trustworthy scientific machine learning,https://api.crossref.org/works?query.bibliographic=verification+validation+trustworthy+scientific+machine+learning&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,4816751,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T6,credibility assessment scientific machine learning,https://api.crossref.org/works?query.bibliographic=credibility+assessment+scientific+machine+learning&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,5836946,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T6,code verification ML augmented solver,https://api.crossref.org/works?query.bibliographic=code+verification+ML+augmented+solver&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,444240,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T6,manufactured solutions learned PDE solver,https://api.crossref.org/works?query.bibliographic=manufactured+solutions+learned+PDE+solver&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,706203,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T6,reporting standards machine learning based science,https://api.crossref.org/works?query.bibliographic=reporting+standards+machine+learning+based+science&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,17161188,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T7,SPH verification manufactured solutions,https://api.crossref.org/works?query.bibliographic=SPH+verification+manufactured+solutions&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,723157,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T7,smoothed particle hydrodynamics convergence consistency,https://api.crossref.org/works?query.bibliographic=smoothed+particle+hydrodynamics+convergence+consistency&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,570855,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T7,weakly compressible SPH Taylor Green verification,https://api.crossref.org/works?query.bibliographic=weakly+compressible+SPH+Taylor+Green+verification&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1276692,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T7,SPH numerical validation reference hierarchy,https://api.crossref.org/works?query.bibliographic=SPH+numerical+validation+reference+hierarchy&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1357028,15,15,none at discovery stage; deduplication tracked globally,
2026-08-05,Crossref REST API,T7,grand challenges smoothed particle hydrodynamics schemes,https://api.crossref.org/works?query.bibliographic=grand+challenges+smoothed+particle+hydrodynamics+schemes&rows=15&filter=until-pub-date%3A2026-08-05&select=DOI%2Ctitle%2Cauthor%2Cpublished%2Cpublished-print%2Cpublished-online%2Cissued%2Ccontainer-title%2Cvolume%2Cissue%2Cpage%2Carticle-number%2Ctype%2Cpublisher%2CURL,1234566,15,15,none at discovery stage; deduplication tracked globally,
